File,Latitude,Longitude,Plot,Selection,Week_1_FVR,Week_2_FVR,Week_3_FVR,Week_4_FVR,Week_5_FVR,Week_6_FVR,Week_7_FVR,Week_8_FVR,Week_9_FVR,Week_10_FVR,Week_11_FVR
1 (334).JPG,35.53571856,-93.40129681,CHICKASAW,FF,0.528573877,3.761129245,4.561714752,0.958889395,0.383848636,0.171805466,0.077516145,0.104058105,0.037933491,0.035651578,0.020437999
1 (345).JPG,35.53577431,-93.40117208,2824,FF,0.0,0.163699081,0.628208321,0.44097569,0.625822945,1.031925965,0.402440185,0.819132366,0.265911187,0.181254424,0.135928534
1 (396).JPG,35.5358365,-93.40110456,2823,FF,0.0,0.44537467,0.650369747,0.718830414,0.40197341,0.633769939,0.284546697,0.483520732,0.033409906,0.088071079,0.253628231
1 (416).JPG,35.53585183,-93.40100031,2822,PF,0.542336302,3.120999654,5.194386206,2.990757662,0.419731586,0.885250158,0.199619432,0.831419308,0.00225386,0.0,0.0
1 (454).JPG,35.53505033,-93.40068233,2821,FF,0.0,0.37405367,0.196191212,0.306357476,0.652608676,1.477263698,0.933207104,0.440939684,0.032593259,0.002181128,0.0
1 (517).JPG,35.53510819,-93.40063169,2820,FF,0.050849623,1.321295621,0.0,0.285779246,0.17413967,0.228055849,0.5838493,0.646445785,0.12079464,0.088325893,0.007038733
1 (559).JPG,35.53518514,-93.40053525,2819,FF,0.0,0.067503651,0.323170663,0.176827919,0.238455093,0.390156932,0.282350727,0.309608789,0.064983101,0.06857649,0.048940984
1 (894).JPG,35.53524819,-93.40047478,2811,FF,0.0,0.0,0.19818658,0.613093958,1.296144532,1.213310607,0.242251075,0.453450525,0.50376737,0.206262124,0.02701763
1 (998).JPG,35.53530989,-93.40041581,2810,FF,0.0,1.034529553,2.772462135,2.915395389,0.641008606,0.382355306,0.236497857,0.585481573,0.034711419,0.013776369,0.036693062
1 (1044).JPG,35.5354115,-93.40042506,2809,FF,0.0,0.063246008,0.118096741,0.063710994,0.066626487,0.120845296,0.404658188,0.189697174,0.03676238,0.073898714,0.007669735
1 (1049).JPG,35.53548231,-93.40042511,2808,FF,0.0,0.377527462,0.532777488,0.128943199,0.311234265,0.405066889,0.162005401,0.214998051,0.069042677,0.003247725,0.017646506
1 (1051).JPG,35.53584194,-93.40078297,2807,PF,0.0,0.537706576,1.253367822,1.046957056,0.886273599,0.939714109,0.899456078,1.370148771,0.053091826,0.068965083,0.103224352
1 (1056).JPG,35.53585031,-93.40091861,2806,FF,0.0,0.02879477,0.373414112,0.178160734,0.220124372,0.08137172,0.080815079,0.197051075,0.086995009,0.003879127,0.003111577
1 (120).JPG,35.53589192,-93.40097931,2522,FF,0.0,0.065051649,0.141454729,0.863645937,4.347418485,1.862442333,0.573327448,4.95695837,2.002582772,1.183428555,0.580402994
1 (190).JPG,35.53573719,-93.40132517,2560,FF,0.0,0.0,0.0,0.0,0.0,0.056964474,0.0,0.0,0.030478857,0.0,0.0
1 (327).JPG,35.53565839,-93.40149833,2587,PF,0.061766824,0.952729818,1.392555004,0.389679384,0.579756753,0.764843428,0.616667827,0.465788223,0.028252938,0.015347594,0.0
1 (352).JPG,35.53565003,-93.40160594,2602,PF,0.929594178,2.665979728,1.341435191,0.14626658,0.20817942,0.456367529,0.771606816,0.548789454,0.297874295,0.228086769,0.04153943
1 (474).JPG,35.53580586,-93.40126078,2606,FF,0.0,0.04065973,0.099414688,0.90329088,0.103442668,0.240898429,0.610879872,0.628711005,0.11807957,0.033043131,0.033668513
1 (561).JPG,35.53584969,-93.40116261,2613,PF,0.0,0.122418527,1.647783031,0.0,0.359842258,0.494601034,0.58245575,0.872890938,0.312100863,0.183995179,0.122990948
1 (719).JPG,35.53588272,-93.40108939,2660,FF,0.0,0.022886161,0.214916743,0.511274848,0.109002013,0.159263497,0.080690716,0.513912411,0.122487547,0.040334026,0.01794093
1 (790).JPG,35.53483586,-93.40069778,2678,PF,0.0,0.582814239,1.074050894,0.880812167,0.342271302,0.843734724,0.536740371,1.190768259,0.19572492,0.106237399,0.074358336
1 (957).JPG,35.53490469,-93.40070036,2684,FF,0.0,0.0,0.11872869,0.572054721,0.405783962,0.292427055,0.695769303,2.337036908,0.461353484,0.107770016,0.096467426
1 (995).JPG,35.53512803,-93.40050825,2685,PF,0.0,0.128214342,0.660122007,0.508830255,0.55194633,0.284747669,0.221927105,0.387069667,0.127853985,0.048325791,0.012250721
1 (1105).JPG,35.53518564,-93.40045753,2687,PF,0.0,0.045755315,0.486600685,0.484646479,1.025916631,0.842997188,0.388527375,1.448611082,0.408235594,0.101221731,0.023629746
1 (1119).JPG,35.53536325,-93.40037697,2701,FF,0.0,0.222089654,0.173617153,0.0,0.128225848,0.209592557,1.024122841,0.996010456,0.333904991,0.105676249,0.066283493
1 (1126).JPG,35.53550308,-93.40037589,2708,FF,0.0,0.0,0.071215778,0.084225003,0.308085042,0.116648654,0.27205397,0.935285038,0.309910019,0.059124101,0.014311939
1 (1144).JPG,35.53572553,-93.40050669,2709,FF,0.386825346,0.500349007,1.654852111,0.273081334,0.429064668,0.193426058,0.163556484,0.171848001,0.021354054,0.040368986,0.053072141
1 (1158).JPG,35.53578714,-93.40059444,2710,FF,0.0,0.048516002,0.457723313,0.483402466,1.232878448,0.474693143,0.527831369,0.583085147,0.278827959,0.360437051,0.126650058
1 (1162).JPG,35.53588433,-93.40077461,2713,FF,0.0,0.221805328,0.385774675,0.413661605,0.765025976,0.267369746,0.391571289,0.818513271,0.105303954,0.095928252,0.056000688
1 (1165).JPG,35.53588517,-93.40084358,2625,FF,0.0,0.022912397,0.304161096,0.290125187,0.578098308,0.180451991,0.67631953,1.062404274,0.277343377,0.215057187,0.250590059
1 (258).JPG,35.53592681,-93.40090464,2669,FF,2.494966345,6.971902556,3.783422626,1.2513981,0.432155349,0.897763176,0.292847479,0.600445577,0.04420051,0.102653566,0.0
1 (280).JPG,35.53572664,-93.40143408,2658,FF,0.0,0.59644868,1.138728197,0.780388482,0.68391742,0.647566755,0.804156833,2.578185306,0.855500703,0.40952486,0.169582178
1 (324).JPG,35.53591319,-93.40108567,2637,FF,0.0,1.772891958,3.85681247,1.967775476,0.753635911,0.33722871,0.310614266,0.19410222,0.016088003,0.0,0.0
1 (356).JPG,35.53586953,-93.40118581,2634,FF,0.0,1.796905359,2.61823151,2.134651194,1.618777075,1.727718885,0.285719717,0.654986533,0.055190698,0.042502592,0.014878232
1 (451).JPG,35.53583575,-93.40126094,2620,FF,0.379593107,0.640682736,1.12464719,1.198199024,0.648742509,1.876912436,0.818473495,0.269350994,0.06160206,0.036644102,0.006522687
1 (502).JPG,35.53568,-93.40160681,2617,PF,0.0,1.19913846,2.871568187,0.455522683,0.328917015,1.818951055,0.54569988,1.33950681,0.332802252,0.149615951,0.043467989
1 (563).JPG,35.53501883,-93.40059811,2615,FF,2.346785292,2.565619628,0.943495693,1.569424959,1.672566152,1.928991758,0.81036852,0.712498514,0.301858562,0.035237611,0.077797514
1 (703).JPG,35.53508889,-93.40051733,2525,FF,0.209163698,3.767301253,5.631806221,4.717760157,1.603133046,1.420578492,0.525316522,0.387077796,0.283231107,0.301033079,0.070489107
1 (763).JPG,35.53516094,-93.40043681,CHEYENNE,FF,0.214929713,4.889297005,0.799414945,1.511880196,0.054926694,0.029077469,0.248160068,0.31531647,0.073788693,0.076019892,0.036437991
1 (835).JPG,35.53522981,-93.40036,ARAPANO,FF,0.0,0.449685865,0.497718902,4.25315898,1.77885289,1.500685623,0.59761905,0.525013056,0.167877898,0.050462868,0.0
1 (890).JPG,35.535344,-93.40034011,2526,FF,0.0,0.078603658,0.461484485,1.023267432,0.825654331,0.56102214,0.502209101,1.102847624,0.217348723,0.174240875,0.011773048
1 (993).JPG,35.53542231,-93.40032025,2547,FF,0.0,0.0,0.590544051,0.651957578,1.304350082,1.339527607,0.585846637,0.47875989,0.171073537,0.213676261,0.107478662
1 (1102).JPG,35.53552581,-93.400326,NATCHEL,FF,0.074363971,1.397250221,2.057488998,0.927623659,1.364168663,0.402784035,0.201297447,0.119999356,0.0,0.028606839,0.056780176
1 (1151).JPG,35.53571686,-93.40044103,2541,FF,0.0,0.150362702,1.101119048,0.858183049,1.090955729,0.467813444,0.582077046,0.914045382,0.372921678,0.217351476,0.367325828
1 (1218).JPG,35.53578961,-93.40051758,2610,FF,0.0,0.0,0.032882996,0.099553278,0.098305705,0.173701268,0.365281807,0.625106352,0.342185429,0.219577122,0.097352162
1 (1222).JPG,35.53584908,-93.40061469,NAVANO,FF,0.0,0.019027158,0.619742726,0.891409874,0.628972066,0.649603455,0.74178907,0.879047145,0.29482848,0.04330305,0.009765761
1 (1225).JPG,35.53588706,-93.40068439,2700,FF,0.0,0.00266873,0.0,0.026864394,0.04377971,0.279933138,0.737743436,2.08568212,1.04645502,0.111170945,0.0
1 (1239).JPG,35.53590681,-93.40079336,CADDO,FF,0.0,0.075970603,0.124009356,0.310317381,0.256385947,0.398950751,0.577801451,0.662344987,0.292427198,0.080186286,0.100935461
1 (117).JPG,35.53487017,-93.40062219,2825,FF,0.123569905,4.883977901,8.005074092,3.447961575,1.293106717,0.744661942,0.334282342,0.372834074,0.052800776,0.124783873,0.012965393
1 (185).JPG,35.53597242,-93.40088992,2826,FF,0.0,1.618253741,1.594587007,0.976549725,0.555029184,0.166273665,0.087268719,0.090360708,0.017778278,0.0,0.010860745
1 (208).JPG,35.53595839,-93.40098769,2827,FF,0.072972063,0.69524713,2.983968495,0.867150582,0.594118593,0.277761996,0.317634622,0.988235886,0.019915037,0.019706764,0.0
1 (251).JPG,35.53575889,-93.40143083,2828,FF,0.129527388,1.24891309,2.235475613,0.407372553,0.222756179,0.289153934,0.090343949,0.199354473,0.021141961,0.0,0.0
1 (287).JPG,35.53571394,-93.40152894,2829,FF,0.121914212,0.48902707,0.577230328,0.07479797,0.425292003,1.00216123,0.290037349,0.304774864,0.053330771,0.025849845,0.006380158
1 (358).JPG,35.53571208,-93.40162353,2830,PF,2.059689092,14.0802028,15.98388817,6.467274774,1.285832561,1.585736069,0.820584455,3.032466903,0.852899084,0.386950843,0.517473577
1 (449).JPG,35.53582306,-93.40137631,2831,FF,0.0,0.198812475,0.822188694,0.797772509,0.687745998,0.209645829,0.089198834,0.178850313,0.080688471,0.874124524,0.014300592
1 (500).JPG,35.53586689,-93.40127736,2832,FF,0.0,0.71082434,1.512851802,1.042989321,0.93654002,1.453944412,0.09169683,0.0,0.072102171,0.014382049,0.039629745
1 (584).JPG,35.53591192,-93.40117892,2833,FF,0.11086878,2.389209963,7.147763792,1.308372132,0.199452812,0.252926052,0.127630914,0.040117661,0.0,0.0,0.0
1 (643).JPG,35.53594483,-93.40110583,2834,FF,0.0,0.0,0.257328358,0.068558918,0.355920779,1.124534774,0.78487155,1.395307251,0.329561908,0.133245389,0.091162989
1 (764).JPG,35.53495883,-93.40057381,2837,FF,0.057799405,1.23137843,1.446826075,0.491128565,0.810963758,0.732949864,0.173074138,0.301668064,0.032205794,0.010215908,0.0
1 (833).JPG,35.53502019,-93.40051175,2838,FF,0.0,0.164627001,0.373033763,0.538512241,0.514798387,1.041812112,0.444983884,0.337876559,0.028483576,0.02553858,0.022517979
1 (961).JPG,35.53509764,-93.40042364,2839,PF,0.0,0.0,0.0,0.305100543,0.621268188,1.183691077,0.424278787,1.454114252,0.788911205,0.260232774,0.145237243
1 (1173).JPG,35.53516544,-93.40034561,CAFÃ‰ AULAIT,PF,0.0,0.335454029,4.509577562,3.929593449,0.208148465,0.0,0.0,0.0,0.004014605,0.0,0.0
1 (1214).JPG,35.535252,-93.40031053,2848,FF,0.0,0.112121844,1.549882455,0.901661758,1.345564392,0.320692405,0.223691177,0.519535864,0.185194756,0.143312402,0.298833025
1 (1232).JPG,35.535367,-93.40029094,2853,FF,0.011146191,0.0,0.0,0.01514491,0.820852646,3.038701181,1.598595723,1.828846948,0.26557502,0.074426933,0.077003664
1 (1236).JPG,35.53544467,-93.40027086,2854,FF,0.0,0.0,0.037037838,0.019237169,0.076121317,1.26362309,3.494351012,4.302634806,0.598244615,0.058801873,0.094879464
1 (1258).JPG,35.53556611,-93.40031303,2855,FF,0.0,0.381260428,0.739484683,0.88888805,0.158027814,0.766724135,0.600438448,0.678798372,0.188902946,0.108181587,0.0
1 (1268).JPG,35.53565303,-93.40035575,2852,FF,0.0,0.183961322,0.633306062,0.914314176,3.548160005,3.505900837,2.655269952,0.505648063,0.008366958,0.0,0.042691756
1 (1272).JPG,35.53579914,-93.40049375,2851,FF,0.0,0.0,0.066304399,0.283740916,0.479896479,0.14535659,0.088484532,0.41354722,0.677375705,0.397356242,0.178969293
1 (1276).JPG,35.53587122,-93.40056619,2850,FF,0.018107753,0.534775143,1.8011518,0.831554267,0.586566859,0.031552356,0.044293453,0.921488253,1.200616077,0.445624918,0.172015888
1 (1279).JPG,35.53592858,-93.40067517,2849,FF,0.0,0.0,0.021113803,0.387723647,0.831931427,1.152231865,0.212338457,0.696103413,0.076039573,0.029278386,0.064986555
1 (1210).JPG,35.53600322,-93.40088903,2560,FF,0.0,0.0,0.018054203,0.0,0.0,0.021614816,0.249867568,0.501987462,0.006877927,0.0,0.016521455
1 (1283).JPG,35.53598908,-93.40100717,2863,FF,0.0,0.0,0.004777483,0.303331191,1.39979368,1.030235972,0.244558087,0.169185509,0.057033424,0.07009234,0.020900773
1 (1327).JPG,35.53597472,-93.40110956,2862,FF,0.03462745,1.404874718,0.722642817,0.146861354,0.062671526,0.056470931,0.488999112,0.94111792,0.224918941,0.108564633,0.039062184
1 (1330).JPG,35.53594042,-93.4011845,2861,FF,0.0,0.0,0.413497313,1.027546863,0.529490044,0.260855204,0.084240628,0.927393358,0.081616742,0.03754653,0.015685536
1 (1334).JPG,35.53589617,-93.40128292,2860,FF,0.0,0.024811081,0.948438685,1.933545789,0.582231169,0.146580843,0.299836983,1.240335267,0.338092515,0.437363574,0.07764532
1 (1339).JPG,35.53584161,-93.40140469,2859,FF,0.0,0.009922604,0.569174506,0.260596393,0.293056808,0.025863854,0.047253021,0.415171836,0.16732185,0.153324106,0.073862848
1 (1341).JPG,35.53581828,-93.40145678,2858,FF,0.0,0.0,0.027612068,0.106734311,0.617004975,0.125200922,0.0526772,0.575507412,0.063385222,0.106478644,0.0
1 (1344).JPG,35.53578689,-93.40153025,2857,FF,0.025634203,2.161407898,4.279190013,2.25940314,0.475327816,0.081055412,0.04490144,0.130093655,0.033836652,0.022874968,0.020092906
1 (1374).JPG,35.53575394,-93.401682,2856,FF,0.0,0.021760422,1.464218883,0.897438623,3.913933558,0.681851171,0.231882903,1.827113661,0.892382444,0.462009037,0.044854713
1 (76).JPG,35.53498147,-93.40037569,538,PF,0.114352981,0.824294984,0.0,0.420427931,0.124092405,0.035528241,0.101519422,0.893414509,1.387690587,0.360801869,0.048960686
1 (107).JPG,35.53608636,-93.40048083,537,PF,0.020079412,0.464266512,0.0,0.743731255,0.381584284,0.097096305,0.059933746,0.331001181,0.041433615,0.085236778,0.082140074
1 (146).JPG,35.53611708,-93.40057103,536,PF,0.4160827,0.521500239,0.0,0.609108075,0.072619201,0.0,0.042375282,1.476096083,0.686344056,0.151081542,0.159913429
1 (171).JPG,35.53579856,-93.4015835,535,PF,0.126552927,1.007987418,0.0,1.269218815,0.535473416,0.752200097,0.314962567,0.571214992,0.768291225,0.323046866,0.092174681
1 (221).JPG,35.53585456,-93.40145786,534,PF,0.31747016,0.586305527,0.0,0.150989424,0.045345531,0.020211236,0.014823417,0.020019897,0.065126542,0.163502592,0.055464387
1 (297).JPG,35.53597225,-93.40126967,533,PF,0.0,0.254555007,0.0,0.367417295,0.180441353,0.038088588,0.079563395,0.064247534,0.003550892,0.0,0.0
1 (367).JPG,35.53592775,-93.40136931,532,PF,0.0,0.3381644,0.0,1.166805374,0.840843626,0.088818574,0.16554519,0.361025019,0.100695591,0.032948452,0.0
1 (442).JPG,35.53504258,-93.40030756,531,PF,0.0,1.187897791,0.0,1.034659232,0.310147252,0.202196195,0.055634294,0.047421328,0.035447676,0.028112724,0.020626478
1 (538).JPG,35.53604978,-93.40118167,530,PF,0.049309679,1.45762446,0.0,1.794213896,0.64334517,0.224972251,0.127567132,0.13335507,0.179420302,0.392572329,0.209702226
1 (618).JPG,35.53581158,-93.40177989,529,PF,0.0,0.294546678,0.0,0.315541812,0.0,0.0,0.0,0.193396399,0.271120249,0.224960288,0.117375933
1 (658).JPG,35.53581861,-93.40184756,2835,PF,0.042367783,4.547001834,0.0,3.561377315,1.866439409,3.975813616,1.630115328,2.006322384,0.289541261,1.050173822,1.301567888
1 (727).JPG,35.53567975,-93.402232,528B,PF,0.0,0.359263934,0.0,0.610244299,0.407808313,0.299998457,0.10826798,0.561121139,0.255045839,0.109899171,0.0
1 (816).JPG,35.53511661,-93.40023031,528,PF,0.329286181,0.941602763,0.0,0.145859307,0.547850389,0.24837058,0.206067217,1.50521925,0.7870833,0.232824701,0.052357805
1 (880).JPG,35.53576339,-93.40212906,527,PF,1.406062538,0.5388786,0.0,0.354047461,0.0948707,0.134495916,0.298603787,2.153645635,0.18995659,0.026028942,0.044505172
1 (1077).JPG,35.53580731,-93.40203011,526B,PF,0.192768384,1.486369307,0.0,0.282851971,0.481641899,0.43402799,0.350494655,0.702129122,0.102625372,0.200990098,0.463497753
1 (1186).JPG,35.53516436,-93.40019047,526,PF,0.0,0.867842706,0.0,0.463638593,0.561032933,0.693189357,0.570826269,0.756082651,0.204243149,0.101665672,0.376952133
1 (1378).JPG,35.53527714,-93.40009983,502,PF,0.0,2.750675982,0.0,0.511328796,1.055011489,1.432876114,0.43120007,0.664854561,0.031190217,0.0,0.094782882
1 (1383).JPG,35.53535244,-93.40008731,503,PF,0.21578518,0.476843783,0.0,0.590434289,0.464213518,0.452970117,0.136384884,0.468492386,0.556140522,0.409676905,0.051659416
1 (1443).JPG,35.53544503,-93.40011658,504,PF,0.043699786,0.374417391,0.0,0.517580077,0.491981143,0.292111789,0.188346438,2.672641643,2.009426842,0.760466915,0.258867822
1 (1447).JPG,35.53556783,-93.40015717,503B,PF,0.236128531,1.049284471,0.0,0.973731722,0.620226303,0.514015434,0.137975144,0.670442046,0.715163546,0.280853419,0.097512279
1 (1529).JPG,35.53568264,-93.40020892,504B,PF,0.081500801,0.122211274,0.0,0.629829064,0.864349129,0.471836756,0.432672742,4.090573319,3.579328688,0.792905287,0.210610914
1 (1587).JPG,35.53573097,-93.40025989,501,PF,0.0,0.058165624,0.0,0.504153015,0.770544422,0.07641573,0.053896737,0.045250803,0.109635855,0.260510483,0.01988104
1 (1630).JPG,35.53581489,-93.40030694,500B,PF,0.066190913,1.730460765,0.0,1.033471178,1.425380794,2.044646437,0.650026628,0.645773318,0.162040176,0.339548713,0.159291008
1 (1709).JPG,35.53490011,-93.40046519,499,PF,0.0,0.565698183,0.0,1.159128156,1.029954276,0.645038732,0.122875526,0.335435653,0.391818904,0.430397652,0.097695531
1 (1727).JPG,35.53592586,-93.40037167,499B,PF,0.329634131,1.34540484,0.0,1.153991557,1.281918521,0.557505055,0.073736563,0.338656376,0.443272445,0.177966691,0.078365209
1 (1731).JPG,35.53600014,-93.40043883,500,PF,0.129721132,1.427797837,0.0,1.172151781,1.13443603,1.755562442,0.877001892,1.172099898,0.316367691,0.187994241,0.056102467
1 (51).JPG,35.535047,-93.40022711,539,PF,0.091701224,0.555636205,0.762376703,0.47505757,0.666771271,0.134285865,0.030398041,0.16077959,0.122923937,0.185115773,0.072037881
1 (80).JPG,35.53611742,-93.40048903,540,PF,0.30483667,1.150317868,2.053233202,2.151149142,0.547875052,0.234992546,0.166472111,0.269656609,0.186183935,0.020644226,0.107613985
1 (83).JPG,35.53614867,-93.40057103,541,PF,0.486976945,2.455596972,3.707853811,1.96812984,0.938843675,0.923286417,0.185988362,0.51827603,1.442455816,1.864854044,0.983419966
1 (101).JPG,35.53510811,-93.4001595,542,PF,0.813263195,1.472559431,3.527611421,2.311650544,0.908346789,1.064625754,0.179034104,0.854311295,0.809834424,0.341653101,0.072365062
1 (152).JPG,35.5351715,-93.40010706,543,PF,0.0,0.792625758,1.249597704,0.998678098,1.081138685,0.187396923,0.084992494,0.105133359,0.069225853,0.294392834,0.387452274
1 (166).JPG,35.53526444,-93.40005244,544,PF,1.469341457,0.92025159,1.815880829,1.736563978,1.39871107,0.367645296,0.117645731,0.396247752,0.720023606,1.068141716,0.579495101
1 (236).JPG,35.53534078,-93.40004222,545,PF,0.018467003,1.282562708,2.470631113,3.059756068,0.671214173,0.306759001,0.365948476,1.059904596,0.125842441,0.209556529,0.093379502
1 (308).JPG,35.53543694,-93.40005394,546,PF,0.336786835,0.817415798,2.129916473,2.297851051,1.362361737,0.625344956,0.185819018,0.254250722,0.279840181,0.184184739,0.069952826
1 (433).JPG,35.53549686,-93.40008075,547,PF,0.188320514,2.848394498,3.871842098,3.057401457,0.903689679,0.275548841,0.100017963,0.229942571,1.034886683,1.583540733,3.406283521
1 (486).JPG,35.53487422,-93.40045944,549,PF,0.305664166,0.806929828,1.246487918,0.38413212,0.116465769,0.20546989,0.029404943,0.036200619,0.072999996,0.082092139,0.123537744
1 (536).JPG,35.53559022,-93.40010678,550,PF,0.813386963,1.12316183,1.461683831,0.389740646,0.00815483,0.010898132,0.111088266,0.639084999,0.159180923,0.165013293,0.070217547
1 (610).JPG,35.53566747,-93.40017106,551,PF,0.624160571,2.426547767,0.955760606,0.287352562,0.372957237,1.498934365,0.649179801,1.163775117,1.391318749,0.567716981,0.342071846
1 (656).JPG,35.53575319,-93.4002095,552,PF,0.073230971,1.274866645,0.938424846,0.713828374,0.49251128,0.360295797,0.241550131,1.010982526,0.978702303,1.103677985,0.677673423
1 (695).JPG,35.53580903,-93.40024422,553,PF,0.0,0.96769641,0.76082025,0.190071538,0.060665292,0.110039588,0.025017053,0.089271989,0.029420879,0.02120561,0.072936585
1 (772).JPG,35.53589056,-93.40029792,554,PF,0.176976876,0.56018319,0.592876277,0.200641509,0.222927543,0.113546736,0.030072781,0.994515329,1.128254687,0.471696675,0.170971737
1 (817).JPG,35.53494394,-93.40036583,555,PF,0.436051761,1.840919685,2.645343029,1.748091154,0.86194322,0.335614852,0.163079017,0.505130223,0.577344889,0.81452609,0.836829581
1 (1085).JPG,35.53593761,-93.40034569,556,PF,0.792485749,2.906885592,2.263756282,0.632289493,0.104461569,0.238071919,0.257051997,1.729479678,0.8051663,0.56538308,0.417824549
1 (1197).JPG,35.53497839,-93.40028994,557,PF,0.152775358,1.737420494,2.051996935,1.367138595,0.209197508,0.617265966,0.174660297,0.445407427,0.708940059,0.656987308,0.337990451
